id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
37112808,Spacious Home w/Gym and Amenities,25961174,Brittany,Northgate,Haller Lake,47.72468,-122.33422,Entire home/apt,425,30,0,,,2,165
37125115,Hip Apartment Downtown/First Hill- walk to it all!,147826931,Christopher,Downtown,First Hill,47.61163,-122.33085,Entire home/apt,127,4,52,2021-07-11,2.93,1,230
37132009,No-frills in Capitol Hill: location & value,10162393,Ignacio,Capitol Hill,Broadway,47.62515,-122.31734,Entire home/apt,129,13,32,2021-07-11,1.36,1,19
37152857,Urban Retreat on Capitol Hill,153234367,Madison,Capitol Hill,Stevens,47.62161,-122.30992,Entire home/apt,225,30,7,2019-10-20,0.32,1,47
37183033,1920's Bungalow with Space Needle View,86157147,Lyle,Queen Anne,Lower Queen Anne,47.62577,-122.35614,Entire home/apt,292,3,38,2021-06-30,1.86,17,72
37300439,Modern Executive Suite Near Pike and Waterfront,56784852,William & Jimi,Downtown,Central Business District,47.60683,-122.33862,Entire home/apt,272,1,139,2021-06-29,6.32,4,265
37354182,Spacious modern Seattle home close to everything!,77736056,Lindsay,Beacon Hill,South Beacon Hill,47.53089,-122.28163,Entire home/apt,1500,3,20,2020-03-10,0.94,1,84
37364134,A beautiful house in the heart of SEATTLE,281546377,Fanus,Beacon Hill,South Beacon Hill,47.5333,-122.29129,Entire home/apt,114,1,16,2021-06-28,0.68,1,75
37386278,"Seattle Vacation Home: Queen Anne - Luxury 6 bedroom, sleeps 17!",54812088,Lynne,Queen Anne,West Queen Anne,47.63749,-122.36858,Entire home/apt,669,30,12,2021-06-17,0.61,36,174
37398761,"West Seattle, Top Floor Remodeled-Juliette Balcony",258206632,Jamie,West Seattle,Genesee,47.56824,-122.38635,Entire home/apt,119,3,12,2021-07-09,7.50,2,143
37495691,"Coffee, restaurants,parks,lake, close to downtown.",25891765,Helen,Central Area,Madrona,47.61182,-122.28864,Private room,85,1,31,2021-07-12,1.35,1,322
37540799,Walk to Space Needle from a Vibrant Cap Hill Loft,28420265,Sherry,Capitol Hill,Broadway,47.62186,-122.32671,Entire home/apt,408,2,35,2021-07-05,1.83,25,70
37542043,Center of Capitol Hill 2bd/1bth. Convention Center,89647336,John,Capitol Hill,Broadway,47.61839,-122.32247,Entire home/apt,125,2,67,2021-06-17,5.58,2,110
37563836,"Delightful 3BR Townhouse in Seattle, Garage + Deck",48005494,Zeus,Magnolia,Lawton Park,47.65254,-122.38521,Entire home/apt,174,30,2,2021-01-30,0.29,44,214
37563871,"Lovely 3BR Townhouse in Seattle, Rooftop + Views",48005494,Zeus,Beacon Hill,North Beacon Hill,47.59336,-122.31528,Entire home/apt,161,30,1,2020-07-31,0.09,44,248
37589026,"Spacious, private 1 Bedroom",283980553,Karan,Lake City,Matthews Beach,47.70741,-122.2866,Entire home/apt,66,1,27,2021-07-13,1.25,1,286
37629139,Stylish Modern Farmhouse w/Yard ★ 10 mins from DT,28420265,Sherry,Central Area,Atlantic,47.59434,-122.30543,Entire home/apt,352,2,72,2021-07-10,3.13,25,81
37629203,Whole Pad on First Hill,121952161,Kara,Downtown,First Hill,47.60835,-122.32696,Entire home/apt,120,30,2,2019-09-22,0.09,1,59
37637187,A-Center of Capital Hill- Sleep 2,39834464,Vera,Capitol Hill,Broadway,47.61932,-122.31986,Private room,57,30,1,2019-12-30,0.05,60,327
37637210,A-Greenlake Garden Unit,39834464,Vera,Other neighborhoods,Green Lake,47.68776,-122.335,Private room,63,30,0,,,60,351
37637220,A-Seattle Urban Village- Guemes-Roof top view deck,39834464,Vera,Cascade,Eastlake,47.64237,-122.32415,Private room,88,30,2,2021-01-29,0.18,60,365
37640654,One Bedroom Apartment 3 blocks from UW Light Rail,244212300,Debbie,Capitol Hill,Montlake,47.64268,-122.30348,Entire home/apt,148,2,60,2021-07-11,2.67,2,97
37657708,"The Seattle Room, 10 min drive to downtown",26967583,Maria,University District,University District,47.66327,-122.3097,Private room,42,1,6,2021-06-23,0.27,51,38
37715703,Stylish & Cozy Private Cottage in Greenwood,21376171,Carrie,Other neighborhoods,Greenwood,47.69418,-122.35782,Entire home/apt,222,2,76,2021-07-13,5.52,1,27
37745352,Private Cozy Cottage,55046933,Jennifer,Other neighborhoods,Wallingford,47.6537,-122.34046,Entire home/apt,178,3,29,2021-07-03,1.27,2,209
37757241,"Comfy whimsical in-city space, pets welcome!",85661587,Wendy,Central Area,Madrona,47.61503,-122.2905,Entire home/apt,52,30,29,2021-01-21,3.78,1,41
37785517,"New Luxury Family House, Prime Location, Views",26592123,Kristina,Other neighborhoods,Greenwood,47.68334,-122.35642,Entire home/apt,795,5,2,2020-07-06,0.10,1,293
37803226,"Beautiful, remodeled top floor 1 bed Avail Mo-Mo",258206632,Jamie,West Seattle,Genesee,47.56714,-122.38733,Entire home/apt,120,30,0,,,2,147
37830153,Classic Seattle Neighborhood Apartment,282524520,Edith,West Seattle,Gatewood,47.54423,-122.38444,Entire home/apt,134,2,41,2021-07-11,3.53,1,171
37833795,"Spacious, family-friendly home, quiet neighborhood",17774840,Shadi,Delridge,Highland Park,47.52728,-122.34444,Entire home/apt,250,30,8,2020-02-24,0.47,1,90
37853384,Steps to Pike Place -Awesome 2 Bedroom in Downtown,256722917,SoBe,Downtown,Belltown,47.61627,-122.34834,Entire home/apt,188,30,30,2021-01-11,1.43,12,0
37853385,SoBe Third Ave Apartments 30 Day Stays Two Bedroom,256722917,SoBe,Downtown,Belltown,47.61821,-122.34944,Entire home/apt,238,30,35,2020-12-06,1.79,12,0
37854281,Cozy Seattle Room near UW and GreenLake!,88995260,Chris,Other neighborhoods,Roosevelt,47.68337,-122.31732,Private room,50,30,17,2020-11-28,0.83,2,102
37863703,Green Lake MIL - Modern Home Away From Home,286787483,Michelle,Other neighborhoods,Green Lake,47.6837,-122.34245,Entire home/apt,144,1,33,2021-07-10,1.48,1,275
37888177,Great location/great amenities/privacy,285479244,Stanley,Rainier Valley,Rainier Beach,47.51745,-122.26916,Entire home/apt,70,30,8,2020-02-13,0.38,1,104
37935442,Urban Oasis in Capitol Hill,13700761,Mariana,Capitol Hill,Stevens,47.62354,-122.30091,Entire home/apt,83,1,84,2021-07-12,3.67,1,260
37936390,Unique Studio Cottage in South Seattle - fast WIFI,267655311,Guy,Other neighborhoods,South Park,47.52458,-122.32702,Entire home/apt,94,2,87,2021-07-10,3.88,1,124
37940117,"Heart of Belltown/Downtown, Refreshing Studio",287464918,Logan,Downtown,Belltown,47.61612,-122.34028,Entire home/apt,78,1,24,2021-06-30,24,2,0
37941745,Central Belltown/Downtown @ Convention Center,287464918,Logan,Capitol Hill,Broadway,47.613,-122.3303,Entire home/apt,70,1,32,2021-05-27,1.52,2,3
37946126,Home Away from Home!,144495300,C,Delridge,Roxhill,47.5363,-122.37278,Entire home/apt,109,30,12,2021-06-15,0.55,1,168
37946796,Cute Comfy Pike Place Flat /w Sleeper Sofa,183583319,Alex,Downtown,Central Business District,47.60555,-122.33904,Entire home/apt,150,2,147,2021-07-01,12.39,3,30
37965890,"Fantastic Studio in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.60976,-122.32322,Entire home/apt,107,30,2,2020-10-25,0.10,44,270
37966117,"Wonderful 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.60936,-122.32321,Entire home/apt,128,30,3,2021-02-28,0.30,44,316
37966861,"Fantastic 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.6111,-122.32381,Entire home/apt,116,30,6,2021-06-30,0.31,44,277
37992329,"Modern 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Downtown,First Hill,47.61072,-122.32487,Entire home/apt,123,30,2,2020-06-30,0.13,44,300
37997087,Greenwood Getaway,112460997,Salina,Other neighborhoods,Greenwood,47.69732,-122.35516,Entire home/apt,290,2,42,2021-07-08,1.89,1,123
38002146,Silvia's Cozy House in the Emerald City- Room 3,188419522,Silvia,Northgate,Pinehurst,47.71637,-122.32027,Private room,70,30,3,2021-06-22,0.14,3,333
38017448,"New listing! Spacious, family-friendly home w/ a full kitchen & firepit!",212826084,Vacasa Washington,Ballard,Loyal Heights,47.68297,-122.39036,Entire home/apt,203,30,8,2021-02-19,0.38,5,364
38033451,Stylish Retreat with Deck | Mins to Trendy Ballard,140236800,TurnKey Vacation Rentals,Other neighborhoods,Crown Hill,47.69885,-122.37547,Entire home/apt,132,2,4,2021-04-26,0.21,49,102
38036619,Columbia City Downstairs MIL,327364860,Zoey,Rainier Valley,Columbia City,47.55268,-122.28677,Entire home/apt,119,1,49,2021-07-03,2.23,1,3
38039458,Downtown Seattle Convention Center Apartments 30 Day stays Two Bedroom,256722917,SoBe,Downtown,Central Business District,47.61299,-122.33314,Entire home/apt,288,30,24,2020-12-16,1.22,12,0
38050690,The Shire,139296,Jeffrey,Downtown,First Hill,47.61076,-122.32182,Entire home/apt,485,30,0,,,1,365
38077704,Admiral's Nest—Luxury & Location in West Seattle,5101107,Grant,West Seattle,North Admiral,47.57267,-122.38714,Entire home/apt,88,30,5,2021-07-11,0.26,2,286
38081928,Chic Alki Beach Retreat w/ 2 Bay-View Balconies,140236800,TurnKey Vacation Rentals,West Seattle,Alki,47.57704,-122.41747,Entire home/apt,128,3,9,2021-06-08,0.46,49,290
38105148,Stylish Townhouse N. Beacon Hill Near CenturyLink,123097199,Benjamin,Beacon Hill,North Beacon Hill,47.59141,-122.31621,Entire home/apt,114,1,87,2021-06-07,3.93,1,356
38130168,Modern Condo in the Heart of Seattle,4313679,Kaili,Capitol Hill,Broadway,47.62629,-122.31886,Entire home/apt,150,30,24,2021-07-07,1.30,1,32
38185156,Eastlake Escape - Cascade,39834464,Vera,Cascade,Eastlake,47.64034,-122.32402,Private room,61,30,4,2020-01-22,0.20,60,320
38189060,"Charming 1BR in South Lake Union, Gym + Rooftop",48005494,Zeus,Cascade,South Lake Union,47.61938,-122.33635,Entire home/apt,157,30,1,2020-10-04,0.11,44,333
38189155,"Nice 1BR in South Lake Union, Gym + Roof Terrace",48005494,Zeus,Downtown,Belltown,47.61801,-122.33629,Entire home/apt,149,30,2,2020-12-10,0.23,44,335
38212923,"Wonderful 1BR in South Lake Union, Gym + Rooftop",48005494,Zeus,Cascade,South Lake Union,47.6198,-122.33719,Entire home/apt,183,30,2,2021-03-31,0.10,44,291
38213184,"Fantastic 1BR in South Lake Union, Gym + Rooftop",48005494,Zeus,Cascade,South Lake Union,47.6191,-122.33653,Entire home/apt,193,30,0,,,44,291
38213413,"Lovely 1BR in South Lake Union, Gym + Pet-Friendly",48005494,Zeus,Cascade,South Lake Union,47.61859,-122.33622,Entire home/apt,241,30,1,2020-02-11,0.06,44,1
38213467,"Modern 1BR in South Lake Union, Gym + Pet-Friendly",48005494,Zeus,Cascade,South Lake Union,47.61981,-122.33764,Entire home/apt,176,30,1,2019-11-09,0.05,44,194
38214176,"Beautiful 1BR in Seattle, Gym + Pet-Friendly",48005494,Zeus,Cascade,South Lake Union,47.62589,-122.33109,Entire home/apt,146,30,4,2021-04-05,0.19,44,334
38263630,West Seattle oasis.,25284108,Betsy,West Seattle,Genesee,47.56438,-122.3971,Private room,62,1,26,2021-07-13,1.21,1,240
38267428,"Charming 1924 Brick House 3 rms, by airport.",135554033,Eddie And Sherri,Rainier Valley,Dunlap,47.531,-122.27348,Entire home/apt,195,2,7,2021-07-09,0.33,1,166
38269480,Hilltop 3 level Seattle Sanctuary comfy beds!,242543461,HomeSlice,Central Area,Mann,47.61206,-122.29679,Entire home/apt,262,2,29,2021-06-30,1.65,2,270
38281449,"Chic, Modern 1-bd Belltown Loft - Walk Everywhere!",85724766,Jerry,Downtown,Belltown,47.61506,-122.34684,Entire home/apt,165,3,42,2021-06-30,1.97,1,7
38292642,Pike / Pine Urban Oasis Unit C,260293621,Michael And Elise,Capitol Hill,Broadway,47.61717,-122.31626,Entire home/apt,180,30,13,2021-06-10,0.67,2,113
38328402,Longfellow Creek,6397518,Sean,Delridge,High Point,47.54646,-122.36559,Entire home/apt,101,2,37,2021-07-10,10.78,1,137
38334917,Designer Urban Retreat w/ Rooftop Deck & Fireplace,28420265,Sherry,Central Area,Atlantic,47.59684,-122.30123,Entire home/apt,346,2,34,2021-07-05,1.74,25,93
38453480,Comfy Suite in Modern Greenwood Townhouse!,50785402,Anthony,Other neighborhoods,Greenwood,47.69537,-122.34807,Entire home/apt,86,1,54,2021-07-11,2.92,1,355
38455132,3br home w/Parking nxt to Downtown in Cap hill,17517740,Baurjan,Capitol Hill,Stevens,47.619,-122.30599,Entire home/apt,200,2,29,2021-06-05,1.43,1,212
38458925,Private Room with skyline views & Organic bedding,8522669,Andrew,Other neighborhoods,Fremont,47.65817,-122.34851,Private room,85,30,3,2019-09-29,0.13,1,347
38464334,Private Creekside Urban Retreat,293265806,Kris,Northgate,Pinehurst,47.7109,-122.31611,Entire home/apt,80,30,10,2021-06-06,0.45,1,260
38484078,Modern 1BR in the Heart of Capitol Hill,267570604,Hosteeva,Capitol Hill,Broadway,47.61792,-122.31328,Entire home/apt,241,1,17,2021-06-29,0.79,5,338
38491779,Columbia City in Style,47332984,Keith,Rainier Valley,Columbia City,47.55744,-122.28384,Entire home/apt,158,1,88,2021-07-14,4.15,4,119
38531997,Chic Capitol Hill Condo w/ Beautiful Courtyards,140236800,TurnKey Vacation Rentals,Capitol Hill,Broadway,47.6259,-122.31833,Entire home/apt,110,2,23,2021-07-11,3.37,49,310
38561767,Easy Street Beach Cottage with Elliott Bay Views,140236800,TurnKey Vacation Rentals,West Seattle,Alki,47.58418,-122.3996,Entire home/apt,155,2,21,2021-07-04,1.03,49,324
38577667,Seattle Bus to Downtown Stay in Beautiful Home,42619492,Kari,Delridge,Riverview,47.55553,-122.35517,Private room,35,30,5,2021-05-01,0.26,6,142
38577704,Cozy and unique craftsman style Ballard loft,235339261,Elizabeth,Ballard,Adams,47.67401,-122.39618,Entire home/apt,115,1,94,2021-07-11,4.28,1,119
38605259,Phinneywood Hideaway - Zoo meets Lake,19403115,Vince,Other neighborhoods,Phinney Ridge,47.67276,-122.34663,Entire home/apt,202,1,124,2021-07-06,5.76,12,329
38642074,Seattle Urban Retreat Near Lightrail,32154881,Angel,Rainier Valley,Columbia City,47.56254,-122.28863,Private room,132,1,7,2021-07-08,0.33,1,79
38645782,Gorgeous Downtown 1-bedroom condo *99 walk score*,295202276,Elliot,Downtown,Belltown,47.61641,-122.34112,Entire home/apt,174,2,74,2021-07-05,3.79,1,312
38669233,Private oasis,295439663,Holly,West Seattle,Seaview,47.55014,-122.39444,Entire home/apt,150,30,5,2020-09-25,0.24,1,309
38698070,"Quiet, sunny place close to downtown",48798316,Mariola,Other neighborhoods,Greenwood,47.70014,-122.35168,Entire home/apt,59,30,19,2021-02-14,0.88,1,75
38700083,★ Comfy and Spacious — Easy walk to VA Hospital  ★,16749644,Karen Kulp,Beacon Hill,Mid-Beacon Hill,47.56145,-122.31233,Entire home/apt,138,1,55,2021-06-26,3.41,1,28
38734769,Eco Living with Art Nouveau Style,83441897,Grace,Central Area,Atlantic,47.59451,-122.30125,Entire home/apt,158,1,35,2021-07-12,2.73,1,104
38779774,Stunning Remodeled Rainier View Home!,278057234,Staci,Rainier Valley,Rainier View,47.5057,-122.26052,Entire home/apt,235,1,68,2021-06-03,3.57,1,0
38794662,Share w/ Long Term Roommates Express Bus Downtown,42619492,Kari,Delridge,Riverview,47.55341,-122.35684,Private room,50,4,1,2020-07-31,0.09,6,228
38796485,Gorgeous Lakeside unit with easy downtown access,1658320,Tt,Central Area,Madrona,47.61553,-122.28271,Entire home/apt,110,30,29,2020-12-23,1.33,1,50
38801315,"Light, Stylish Suite in Private Phinney Home",11855897,Merrily,Other neighborhoods,Greenwood,47.6864,-122.36039,Entire home/apt,81,1,33,2021-07-05,1.53,1,193
38846160,Downtown Seattle apt. on 2 floors- private patio,12038774,Seattle Rentals,Downtown,Belltown,47.61555,-122.34678,Entire home/apt,181,1,143,2021-07-13,6.90,1,34
38851917,contemporary townhouse in central Seattle,209532998,Sam,Rainier Valley,Mount Baker,47.58369,-122.29747,Entire home/apt,132,1,47,2021-06-17,15.49,3,175
38853614,"West is Best! Quiet, cozy West Seattle guest suite",121138895,Lara,Delridge,High Point,47.55245,-122.37478,Entire home/apt,102,3,50,2021-06-20,2.58,1,10
38874879,"Very strategic location, Modern, Cozy, w/ Parking!",31936284,Rolan,Northgate,Haller Lake,47.73347,-122.33475,Entire home/apt,121,2,19,2021-06-29,1.01,1,39
38962977,1BR Queen Anne unit with a bathroom to die for,10396357,Leif,Queen Anne,North Queen Anne,47.64172,-122.35739,Entire home/apt,98,14,3,2020-08-01,0.16,1,124
38979488,"The Garden House,  Light and Airy",298634303,Rosalie,Rainier Valley,Rainier Beach,47.51109,-122.2556,Entire home/apt,150,5,13,2020-12-28,0.63,1,78
39003023,Minimalist • City View • Convention Ctr • Free Prk,257442365,Wan,Downtown,First Hill,47.61295,-122.32939,Entire home/apt,202,3,100,2021-07-05,5.06,2,10
39008025,UW/Laurelhurst Vintage Charmer,45915749,Heather,Other neighborhoods,Laurelhurst,47.66719,-122.27265,Entire home/apt,195,2,10,2020-07-18,0.47,1,22
39021494,Schmitz Preserve Tree House,299023912,Steven And Claudia,West Seattle,North Admiral,47.57589,-122.39772,Entire home/apt,115,2,16,2021-07-14,0.75,1,176
39028568,Sunny Youngstown Guest Suite!,300842003,Janzen,Delridge,North Delridge,47.56677,-122.36812,Entire home/apt,69,1,61,2021-07-11,3.48,1,48
39035076,"Lovely 1BR in Seattle, Pool + Pet-Friendly",48005494,Zeus,Downtown,Belltown,47.61594,-122.33249,Entire home/apt,151,30,1,2020-11-18,0.13,44,226
39035099,"Beautiful 1BR in Seattle, Pool + Pet-Friendly",48005494,Zeus,Downtown,Belltown,47.61751,-122.3303,Entire home/apt,154,30,0,,,44,194
39035210,"Wonderful 1BR in Seattle, Pool + Pet-Friendly",48005494,Zeus,Downtown,Belltown,47.6166,-122.33035,Entire home/apt,175,30,1,2021-06-19,1,44,293
39035255,"Charming Studio in Seattle, Pool + Pet-Friendly",48005494,Zeus,Downtown,Belltown,47.61626,-122.33063,Entire home/apt,138,30,1,2019-12-20,0.05,44,316
39035289,"Wonderful Studio in Seattle, Pool + Pet-Friendly",48005494,Zeus,Downtown,Belltown,47.61768,-122.33253,Entire home/apt,113,30,3,2021-06-30,0.36,44,296
39035379,"Fantastic 2BR in Seattle, Pool + Pet-Friendly",48005494,Zeus,Downtown,Belltown,47.61608,-122.33181,Entire home/apt,232,30,1,2020-03-14,0.06,44,319
39085337,Thomas Park,269920467,Elizabeth,Capitol Hill,Broadway,47.62032,-122.32676,Entire home/apt,65,20,5,2021-01-03,0.24,2,293
39086420,Delightful Urban Chic Capitol Hill Guest Suite!,33127702,Lluvia,Capitol Hill,Broadway,47.6324,-122.32222,Entire home/apt,144,1,38,2021-06-10,1.88,1,36
39135549,N.Seattle Get Away with all the Luxury of HOME,9753561,Julia,Northgate,Maple Leaf,47.69847,-122.3169,Entire home/apt,250,30,8,2020-03-11,0.43,1,148
39136353,Location!! - Near everything w/ Parking Included,293785809,Marissa,Downtown,Belltown,47.61537,-122.34888,Entire home/apt,175,3,17,2020-10-09,0.96,1,19
39138621,6810单房出租,28763024,Yoyo,Beacon Hill,Mid-Beacon Hill,47.54247,-122.29954,Private room,25,30,4,2021-05-01,0.23,6,56
39139002,A-Greenlake Garden Unit,39834464,Vera,Other neighborhoods,Green Lake,47.68609,-122.33626,Private room,88,30,1,2020-02-22,0.06,60,351
39139039,A-Greenlake Garden Unit,39834464,Vera,Other neighborhoods,Green Lake,47.68652,-122.3364,Private room,68,30,2,2020-06-21,0.14,60,351
39139048,A-Capital Hill Hideaway,39834464,Vera,Capitol Hill,Broadway,47.61968,-122.32011,Private room,66,30,8,2021-03-31,0.40,60,365
39152520,Gem in Capitol Hill! Easy Walk to all of Seattle,246289525,Linh,Central Area,Minor,47.61072,-122.31309,Entire home/apt,428,1,41,2020-08-15,2.05,1,27
39174333,New Modern Stay in the City,300549477,Nory,Beacon Hill,Mid-Beacon Hill,47.54292,-122.30348,Entire home/apt,66,2,48,2021-06-28,4.20,1,93
39185270,Chic Capitol Hill Townhome w/ Rooftop Deck & AC,140236800,TurnKey Vacation Rentals,Capitol Hill,Stevens,47.62069,-122.3037,Entire home/apt,210,2,13,2021-05-23,0.70,49,320
39199725,Cottage with EV car charger and views,300797655,Allison,West Seattle,Fairmount Park,47.55315,-122.38616,Entire home/apt,98,30,8,2020-06-27,0.43,1,286
39228691,Downtown fully updated w indoor pool gym 3 beds!,23165254,Lux,Downtown,Belltown,47.61558,-122.3485,Entire home/apt,362,30,6,2020-08-10,0.28,15,365
39230471,1908 Farm Style Home Near Light Rail,2536735,Akiko,Rainier Valley,Brighton,47.53999,-122.27496,Entire home/apt,115,7,13,2021-06-18,0.66,2,299
39246120,Stylish Design & Cozy Comfort in Seattle Townhome,116740214,Luke,Capitol Hill,Broadway,47.63934,-122.32136,Entire home/apt,179,2,109,2021-07-05,6.41,6,202
39297099,"Bright, Cozy Dream House 10Min to Seattle 🌺",150488044,Toni Marie,Magnolia,Southeast Magnolia,47.63633,-122.39251,Entire home/apt,399,2,26,2021-06-03,1.26,6,72
39300764,La Casíta: Quaint mother-in-law by Lake Washington,71550190,Nicole,Rainier Valley,Mount Baker,47.56967,-122.2814,Entire home/apt,62,2,38,2021-06-14,1.92,1,28
39317146,Gourmet Kitchen - Walk to Restaurants and Shopping,35349062,Rhonda,West Seattle,Fairmount Park,47.55912,-122.38392,Entire home/apt,166,7,12,2021-06-20,1.17,1,295
39320169,Blue House - Butterfly Room,38118149,Eric And Olga,Delridge,North Delridge,47.56699,-122.36285,Private room,41,1,32,2021-06-27,1.55,3,49
39335596,Mid Century Modern -  North Seattle,2500100,Sonja,Northgate,Haller Lake,47.71766,-122.33875,Entire home/apt,175,30,1,2019-12-07,0.05,1,319
39362742,Walk to Seattle's best hipster restaurants & food!,41304049,Bryan,Rainier Valley,Columbia City,47.55816,-122.28298,Entire home/apt,282,2,23,2021-06-09,1.20,1,80
39366283,Spacious Downtown Ballard Craftsman (6 beds),3557909,Matthew,Ballard,Adams,47.67211,-122.3815,Entire home/apt,141,2,50,2021-06-30,2.45,2,106
39382578,"Lux Private Room w Bathroom | Mins to dwntn, beach",302503559,Nitin,Delridge,North Delridge,47.56493,-122.36459,Private room,68,30,0,,,1,0
39385716,Garden Apartment at The Old Orchard House,53650144,Ashley,University District,University District,47.66814,-122.30567,Entire home/apt,400,2,4,2021-07-04,0.19,5,309
39394072,"Bright, MODERN Home-5 Min To DT Seattle-Sleeps 8",150488044,Toni Marie,Interbay,Interbay,47.63448,-122.39098,Entire home/apt,296,2,7,2020-12-31,0.48,6,77
39397910,"Seattle's, Magnolia Home - NEW & STYLISH!!!",150488044,Toni Marie,Magnolia,Southeast Magnolia,47.63561,-122.39159,Entire home/apt,299,2,4,2021-01-10,0.21,6,69
39398514,Spacious Maple Leaf Guest Suite,302194048,Charles,Northgate,Maple Leaf,47.7035,-122.31262,Entire home/apt,162,1,63,2021-07-09,3.60,1,234
39399191,Greenlake Comfort,302638833,Jam,Other neighborhoods,Green Lake,47.6768,-122.32495,Entire home/apt,199,30,21,2021-01-08,0.99,1,132
39467892,Seattle Vacation Home: Fremont House; 5 bedrooms - sleeps up to 14!,54812088,Lynne,Other neighborhoods,Fremont,47.66284,-122.3597,Entire home/apt,646,30,11,2021-07-02,0.64,36,177
39467894,Seattle Vacation Home: Ballard Townhome - Impeccably finished 2 bedroom/2.5 bath,54812088,Lynne,Ballard,Adams,47.67064,-122.38478,Entire home/apt,270,30,12,2020-03-16,0.63,36,162
39468154,Lovely Suite w/t Kitchen-Near Lightrail/Airport,230287218,Dorothy,Rainier Valley,Dunlap,47.52574,-122.27329,Entire home/apt,89,2,41,2021-06-25,2.13,5,44
39475710,LUXURY Home in Renowned Magnolia! BEACH ACCESS!,13034648,Justin,Magnolia,Briarcliff,47.63334,-122.40035,Entire home/apt,279,1,42,2021-06-24,2.08,1,50
39479972,Groovy 1 bedroom duplex unit,303264614,Courtney,West Seattle,Genesee,47.56192,-122.38453,Entire home/apt,130,2,14,2021-05-03,0.68,1,175
39480005,Sophisticated and Walkable Capitol Hill Studio,292740615,Sct,Capitol Hill,Broadway,47.61431,-122.31423,Entire home/apt,106,1,99,2021-07-08,7.50,1,107
39483019,Cozy Cottage in the City.,256460775,Manuel,Ballard,Loyal Heights,47.68061,-122.38285,Entire home/apt,105,4,33,2021-07-05,1.58,1,103
39488399,Spacious Upstairs Bedroom with Great View,170418406,Faith,Other neighborhoods,Crown Hill,47.69312,-122.367,Private room,90,30,1,2019-12-03,0.05,4,195
39490023,The Carriage House Studio,1393423,Lori,West Seattle,North Admiral,47.57446,-122.38046,Entire home/apt,100,30,2,2020-05-04,0.11,2,73
39528971,"Charming 3BR House in Seattle, Pet-Friendly",48005494,Zeus,Central Area,Atlantic,47.60138,-122.3068,Entire home/apt,217,30,0,,,44,317
39533006,Hidden Luxury,9412057,Keri,Central Area,Madrona,47.61814,-122.29597,Private room,85,2,8,2021-07-03,3.81,2,128
39561422,Relaxed Garden Cottage Close to Light Rail,4123883,Lola,Beacon Hill,North Beacon Hill,47.57346,-122.31202,Entire home/apt,109,2,58,2021-07-13,6.19,1,35
39607495,Madison Valley 2 Bedroom House,91317596,Claudette,Central Area,Harrison/Denny-Blaine,47.62415,-122.29254,Entire home/apt,105,4,18,2021-07-07,1.48,1,201
39615285,Conveniently Located Wallingford Apartment,55046933,Jennifer,Other neighborhoods,Wallingford,47.65392,-122.33944,Entire home/apt,139,3,7,2021-07-09,0.37,2,215
39656942,Saving Grace Rescue Inc Cat Retreat,295879716,Saving Grace Rescue,Other neighborhoods,Wallingford,47.65895,-122.32672,Private room,73,1,30,2021-07-11,1.80,1,71
39676926,Cozy Arboretum Oasis Capitol Hill / Madison Valley,10623727,Greg,Capitol Hill,Stevens,47.62614,-122.29749,Entire home/apt,149,2,48,2021-06-16,2.37,1,307
39698460,Work/Live Artist Loft,10974920,Adrienne,Delridge,South Delridge,47.52076,-122.35607,Entire home/apt,175,3,36,2021-07-02,1.83,1,47
39724418,"Watertown Hotel, Studio Suite",270114169,Watertown Hotel,University District,University District,47.65952,-122.31741,Private room,156,1,8,2021-05-16,0.58,7,217
39728889,Pristine Magnolia House,88020855,Jonathan,Interbay,Interbay,47.65378,-122.38309,Entire home/apt,254,3,5,2020-01-20,0.25,2,24
39737747,Sleek & Comfy Suite Near I-90 & Lake Washington ☼,46963193,Lynelle,Central Area,Atlantic,47.58544,-122.30023,Entire home/apt,118,1,37,2021-07-02,1.92,1,63
39747458,Cozy Chic in Wallingford,305497504,Colleen,Other neighborhoods,Wallingford,47.65949,-122.32784,Entire home/apt,75,2,22,2021-07-13,1.13,1,37
39748737,"Artists Villa, surrounded by a lush garden.",9783390,Angelika & Jim,Other neighborhoods,North Beach/Blue Ridge,47.6949,-122.37802,Entire home/apt,90,3,31,2021-06-26,1.65,1,34
39780287,Thomas Park ll,269920467,Elizabeth,Capitol Hill,Broadway,47.6215,-122.32719,Entire home/apt,85,10,2,2021-05-06,0.13,2,296
39781932,Perfect Seattle Stay at 3BR 2B House | Alki Beach,10618511,Aaron,Delridge,Riverview,47.55372,-122.35687,Entire home/apt,341,1,14,2021-07-11,9.33,1,59
39798869,Harbor Steps Downtown 1-bd ~ Gorgeous Water Views!,54518454,Debra,Downtown,Central Business District,47.60614,-122.33884,Entire home/apt,345,2,3,2021-04-29,0.60,10,326
